timestamp,_id,_owner,_createdDate,_updatedDate,rating,userId,movieId
"1533303535","bfdc9b7e-f951-49e2-b397-cd265e21cc5f","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","4.5","318","171011"
"1516826406","a4b85d7e-ca43-4ac6-85de-ce14bbff03da","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","5","318","171495"
"1511907927","39a3dd9d-f22b-4f1f-92d8-2b2ec9be755f","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","4","318","173197"
"1511907895","39197250-e276-4328-b5fa-314fecc7455a","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","2","318","173291"
"1535035942","8ee21f2b-5603-4700-8a3c-28c67d34c122","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","4.5","318","173317"
"1517345856","497cb2e5-d187-4710-be3d-d9b75c233f90","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","4.5","318","176371"
"1516826106","6dad5e6e-9222-45cf-996b-a2ef853300b5","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","4.5","318","177593"
"1533931830","987facd8-bda4-42f6-b724-01f0a7c4b378","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","5","318","179135"
"1536152628","be24988b-bf0a-461a-9a24-15815707d55d","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","3.5","318","182715"
"1517774414","3f99eead-3af6-4c94-a8c2-8f30215b718a","1632f88e-166c-4aca-96f3-bcf9b56b3d47","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","Sun Oct 27 2024 00:24:27 GMT+0000 (Coordinated Universal Time)","5","318","184245"
